DEVICE NAME,DESCRIPTION,DIRECTORY NUMBER 1,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 22,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 25,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 29,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER 5
SEPEDCaaEBB,|NCEDE|COUS|2|BAS||Martin Jernoske|UNKNOWN|NTX||NON|NON,553990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEDC,|NCEDE|COUS|2|BAS||Ralph Tedesco|UNKNOWN|NTX||NON|NON,553991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFaaFaaADF,|NCEDE|COUS|9|CAP||L55 Conf Room|F2F2ADF|FOP|NON|NON|NON,553992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFaaFaaC,|NCEDE|COUS|9|CAP|29|L Conf Room|F2F2C|FOP|NON|NON|NON,553993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFaaDCBBE,|NCEDE|COUS|9|BAS|2|L ST FLR CONF ROOM|INM92YRR|FOP|NON|NON|NON,553994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPABB,|NCEDE|COUS|9|BAS||L55 Conf Rm |INM92FK|FOP|NON|NON|NON,553995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFaaFAFDaa,|NCEDE|COUS|9|BAS||Plant Prod 2|INM9292NT|FOP|NON|NON|NON,553996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCaaEFaagg,|NCEDE|COUS|9|BAS|9|Keith Delaney|INM92A|FOP||NON|NON,553997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaaaC,|NCEDE|COUS|9|BAS||Dawn McDaniel|INM52X|FOP||NON|NON,553998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB/aaaa/aa0aa3,|NCEDE|COUS|9|BAS||QC SHIFT LEAD 2|INM5Q2|FOP|NON|NON|NON,553999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCC,|NCEDE|COUS|9|BAS||Conf Rm L 2nd FLR (SM)|INM9D|FOP|NON|NON|NON,554000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBCCD,|NCEDE|COUS|9|BAS||Nathan Taylor|INMNYG|FOP|NON|NON|NON,554001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFaaggaaE,|NCEDE|COUS|9|BAS|2|Jeb Baker|INM92KF|FOP||NON|NON,554002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaEBgg,|NCEDE|COUS|9|BAS|22|Jon Cirwithian|INM9GL|FOP|NON|NON|NON,554003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggaaBAFF,|NCEDE|COUS|9|BAS|2|Shaun Redick|INM92JT|FOP||NON|NON,554004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBCgg,|NCEDE|COUS|9|BAS|2|David Verdensky|2DBC5|FOP||NON|NON,554005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPABBD,|NCEDE|COUS|9|BAS|2|Packaging Dept|INM92FHX|FOP||NON|,554006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBCaaaa,|NCEDE|COUS|9|BAS||Ana Sokolovsky|INMLQD|FOP|NON|NON|NON,554007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaACaaC,|NCEDE|COUS|9|BAS||Roisin Breen|INM5HZ|FOP|NON|NON|NON,554008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaggAF,|NCEDE|COUS|9|BAS|2|Frank Chalk|INM2D|FOP||NON|NON,554009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDgg,|NCEDE|COUS|9|BAS||Rebecca Fordham|INM95AC|FOP||NON|NON,554010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaECgg,|NCEDE|COUS|9|BAS||Elmer Friant|INM9K9|FOP|NON|NON|NON,554011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaggDaa,|NCEDE|COUS|9|BAS|9|Richard Hochheim|INM2E|FOP|NON|NON|,554012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAEaaBCBBBB,|NCEDE|COUS|9|BAS||Shane Harris|FCHAH2P|NTX||NON|NON,554013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBEF,|NCEDE|COUS|9|BAS|2|Richard Griffiths|INMTCN|FOP||NON|NON,554014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCggFaaEB,|NCEDE|COUS|9|BAS|5|Marissa McClenton|INM99QT|NTX||NON|NON,554015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaADaaFaa,|NCEDE|COUS|9|BAS|5|RxD Trailer|INM2TJ|FOP|NON|NON|NON,554016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPACBBB,|NCEDE|COUS|9|BAS|5|Elvis Siaw|INM92QWM|FOP|NON|NON|NON,554017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggaaBBCB,|NCEDE|COUS|9|BAS|52|Ingrid Burnett|INM92HYP|NTX||NON|NON,554018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggC,|NCEDE|COUS|9|BAS|5|Jennifer Handlin|INM9JAE|FOP||NON|NON,554019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB/1/aaggaa,|NCEDE|COUS|9|BAS||Tracey Brown|INM22Z|FOP||NON|NON,554020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaEBFF,|NCEDE|COUS|9|BAS||Neil Patel|INM9G5J|FOP|NON|NON|NON,554021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFaaBBEEB,|NCEDE|COUS|9|BAS|5|Robert Maichle|INM922E5Z|FOP||NON|NON,554022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB/aaBB/aa0aa3,|NCEDE|COUS|9|BAS||Ramon Perez|INM2E|NTX||NON|NON,554023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBFFE,|NCEDE|COUS|9|BAS|9|Derek Bebbington|INM9292RV|FOP||NON|NON,554024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAggEDBBgg,|NCEDE|COUS|9|BAS||New Castle Receptionist|INM925VH|NTX||NON|NON,554025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPABCC,|NCEDE|COUS|9|BAS||Robin Jensen|INM9252L|FOP||NON|NON,554026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaggB,|NCEDE|COUS|9|BAS||Kenneth Knowles|INM2JW|FOP|NON|NON|NON,554027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaggEA,|NCEDE|COUS|9|BAS|2|Michelle Kelley|INM2MQ|FOP||NON|NON,554028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPABBCEA,|NCEDE|COUS|9|BAS|5|IFL Office |INM92EEX|FOP|NON|NON|NON,554029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaaaEE,|NCEDE|COUS|9|BAS||Keith Davis|INM5WR|FOP||NON|NON,554030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDggA,|NCEDE|COUS|9|BAS||Bryan Trimbur|INM95NP|FOP||NON|NON,554031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBDD,|NCEDE|COUS|9|BAS|9|Carla Berster|FCHRG|FOP||NON|NON,554032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaABBBB,|NCEDE|COUS|9|BAS|2|Jun Tian|INMNZC|FOP||NON|NON,554033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAggFEggaa,|NCEDE|COUS|9|BAS|25|Maureen Concordia|INM9252G|FOP||NON|NON,554034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBCCCBB,|NCEDE|COUS|9|BAS|25|Melissa Toledo|INMP2|FOP||NON|NON,554035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBCggBBB,|NCEDE|COUS|9|BAS|2|Prod Shift Leader|INMMGY|FOP|NON|NON|NON,554036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCFDC,|NCEDE|COUS|9|BAS|22|Michael Stumpf|FCH2N2|FOP||NON|NON,554037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAaaFBBA,|NCEDE|COUS|9|BAS|25|Katie Sullivan|INM92|FOP||NON|NON,554038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBDaa,|NCEDE|COUS|9|BAS|22|Ashley Yu|INM92QT|FOP|NON|NON|NON,554039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaEFBBDA,|NCEDE|COUS|9|BAS|2|Nora Dever|INMA|FOP||NON|NON,554040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBaaECD,|NCEDE|COUS|9|BAS|XXXX|unassigned|INM9XLJ|FOP|NON|NON|NON,554041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBCCAD,|NCEDE|COUS|9|CAP|5|Office 22|INMPA|FOP|NON|NON|NON,554042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBaaaa,|NCEDE|COUS|9|CAP|5|Office 22|UNKNOWN|FOP|NON|NON|NON,554043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBDB,|NCEDE|COUS|9|COP|XXXX|UNASSIGNED|INMTCN|FOP|NON|NON|NON,554044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBCCCC,|NCEDE|COUS|9|ENH|5|PTD Techs|INMP2|FOP|NON|NON|NON,554045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEaaaa,|NCEDE|COUS|9|ENH|5|PTD Techs|INM9ZR|FOP|NON|NON|NON,554046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBaaD,|NCEDE|COUS|9|ENH|5|PTD Techs|INM922X|FOP|NON|NON|NON,554047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaggFD,|NCEDE|COUS|9|NON||Maxwell Massaro|INM2K|FOP|NON|NON|NON,554048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaE,|NCEDE|COUS|9|NON||Kirklynn Van Gorder|INM22K|FOP|NON|NON|NON,554049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDggBCBBBgg,|NCEDE|COUS|9|NON|9|Unit |unknown|FOP|NON|NON|NON,554050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaggBBBBE,|NCEDE|COUS|9|NON|XXXX|UNASSIGNED|INM2E|FOP|NON|NON|NON,554051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDgg,|NCEDE|COUS|9|NON|XXXX|UNASSIGNED|INM95AR|FOP|NON|NON|NON,554052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBFFBBA,|NCEDE|COUS|9|NON|XXXX|UNASSIGNED|INM9225LT|FOP|NON|NON|NON,554053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaBD,|NCEDE|COUS|9|NON|XXXX|UNASSIGNED|INMK9|FOP|NON|NON|NON,554054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBaaCaaB,|NCEDE|COUS|9|NON|XXXX|UNASSIGNED|INM9XQ|FOP|NON|NON|NON,554055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBEEEBB,|NCEDE|COUS|9|NON|XXXX|UNASSIGNED|INM922Q|FOP|NON|NON|NON,554056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBCCggC,|NCEDE|COUS|9|STD||L Warehouse|INMNYX|FOP|NON|NON|NON,554057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCaaaa,|NCEDE|COUS|9|STD||L Warehouse|INM9U|FOP|NON|NON|NON,554058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaggFA,|NCEDE|COUS|9|STD|5|Elvis Siaw|INM2HR|FOP||NON|NON,554059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCBB,|NCEDE|COUS|9|STD||EI Lab|INM92ESJ|FOP|NON|NON|NON,554060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPABDBB,|NCEDE|COUS|9|STD||EI Lab|UNKNOWN|FOP|NON|NON|NON,554061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBCAF,|NCEDE|COUS|9|STD|5|Pilot Plant|INMNJW|FOP|NON|NON|NON,554062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaEBB,|NCEDE|COUS|9|STD|5|Pilot Plant|INMNJW|FOP|NON|NON|NON,554063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaggA,|NCEDE|COUS|9|STD|9|st Flr Production|INMZCL|FOP|NON|NON|NON,554064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaaaaaCD,|NCEDE|COUS|9|STD|9|st Flr Production|INM5ZN|NTX|NON|NON|NON,554065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBggCBB,|NCEDE|COUS|92|BAS||L55 Entry Door|FCH2JM|NTX|NON|NON|NON,554066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDADaaBF,|NCEDE|COUS|92|BAS|2|Tri Nguyen|FCH9AB|NTX||NON|NON,554067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBFF,|NCEDE|COUS|92|BAS|5|Dorothy Whalen|FCH259EL|NTX||NON|NON,554068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBggCaaD,|NCEDE|COUS|92|BAS|2|Sanjay Shah|FCH2B|NTX||NON|NON,554069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggaaBAFB,|NCEDE|COUS|92|BAS|XXXX|unassigned|INM92UF|FOP||NON|NON,554070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPC,|NCEDE|COUS|CIPC|BAS||Alisa Gentles|UNKNOWN|FOP||NON|NON,554071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCaaBB,|NCEDE|COUS|CIPC|BAS|29|Miranda Miller|UNKNOWN|FOP||NON|NON,554072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEDCaaA,|NCEDE2|COUS|2|CAP|29|COUS Warehouse|WZP2KM|NTX|NON|NON|NON,554073,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEDCaaC,|NCEDE2|COUS|2|CAP|29|COUS Office |WZP2KM|NTX|NON|NON|NON,554074,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEDC,|NCEDE2|COUS|2|CAP|299|COUS Office 2|WZP2KM|NTX|NON|NON|NON,554075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEDBB,|NYKNY|5ID|925|NON|XXXX|UNASSIGNED|IAC9AN|FOP|NON|NON|NON,554076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEDBBCC,|NYKNY|5ID|925|NON|XXXX|UNASSIGNED|IAC9ALZ|FOP|NON|NON|NON,554077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEDBB,|NYKNY|5ID|925|NON|XXXX|UNASSIGNED|IAC9AUK|FOP|NON|NON|NON,554078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBBBBB,|NYKNY|5ID|92|NON|XXXX|UNASSIGNED|FCH9K2|NTX|NON|NON|NON,554079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBggA,|NYKNY|5ID|92|NON|XXXX|UNASSIGNED|FCHD55|NTX|NON|NON|NON,554080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAggFEggEgg,|CST|5F|9|NON|XXXX|UNASSIGNED|INM9252D|FOP|NON|NON|NON,554081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTggggBB,|CST|5F|BOT|STD|59|Andy Rebar|UNKNOWN|FOP|NON|REC|,554082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Kenneth Hamilton|UNKNOWN|FOP||NON|,554083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Daniel DeCesare|UNKNOWN|FOP||NON|,554084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|George Mojica|UNKNOWN|FOP||NON|,554085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Fran Rudnansky|UNKNOWN|FOP||NON|,554086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Greg Monn|UNKNOWN|FOP||NON|,554087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|BAS|5|Richard Toth|UNKNOWN|FOP||NON|,554088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Joe Tranbarger|UNKNOWN|FOP||NON|,554089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Todd Angelo|UNKNOWN|FOP||NON|,554090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Martin Lightner|UNKNOWN|FOP||NON|,554091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|John Orourke|UNKNOWN|FOP||NON|,554092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|Spencer Schweinhart|UNKNOWN|FOP||NON|,554093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|Perry Herpai|UNKNOWN|FOP||NON|,554094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaagg,|CST|5F|CIPC|BAS|25|Ryan Eamon|UNKNOWN|FOP||NON|,554095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|Kevin Scanlon|UNKNOWN|FOP||NON|,554096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Diane Sisson|UNKNOWN|FOP||REC|,554097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|Michael Hoehler|UNKNOWN|FOP||NON|,554098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Cheryl Jacob|UNKNOWN|FOP||NON|NON,554099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|BAS|5|Michelle Knapp|UNKNOWN|FOP||NON|NON,554100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Nicole Smith|UNKNOWN|NTX||NON|,554101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaBB,|CST|5F|CIPC|BAS|29|William Hughes|UNKNOWN|FOP||NON|,554102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|Mike Niedziela|UNKNOWN|FOP||NON|,554103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|Kristin BurudWood|UNKNOWN|FOP||NON|NON,554104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|Ruth Scott|UNKNOWN|FOP||REC|,554105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||John Macanowicz|UNKNOWN|FOP||NON|,554106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Richard Martinez|UNKNOWN|FOP||NON|,554107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|BAS|5|Peter Schauer|UNKNOWN|FOP||NON|,554108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Evan Smith|UNKNOWN|FOP||NON|,554109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Robert Tessman|UNKNOWN|FOP||NON|,554110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Steven Veal|UNKNOWN|FOP||NON|,554111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBB,|CST|5F|CIPC|BAS|9|James Hite|UNKNOWN|FOP||NON|,554112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Linda Wishon|UNKNOWN|FOP||NON|NON,554113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Scott Bertram|UNKNOWN|FOP||NON|,554114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
